id,fold
25853,4
25854,4
25855,0
25856,3
25857,2
25858,4
25859,3
25860,1
25861,4
25862,0
25863,2
25864,1
25865,0
25866,2
25867,4
25868,2
25869,0
25870,3
25871,4
25872,0
25873,4
25874,2
25875,3
25876,3
25877,0
25878,4
25879,3
25880,3
25881,3
25882,3
25883,1
25884,4
25885,1
25886,2
25887,1
25888,2
25889,4
25890,1
25891,4
25892,4
25893,1
25894,3
25895,2
25896,3
25897,4
25898,2
25899,2
25900,3
25901,1
25902,1
25903,0
25904,3
25905,1
25906,0
25907,2
25908,2
25909,4
25910,2
25911,4
25912,4
25913,4
25914,2
25915,1
25916,0
25917,3
25918,4
25919,0
25920,2
25921,4
25922,2
25923,0
25924,1
25925,0
25926,0
25927,2
25928,3
25929,1
25930,2
25931,1
25932,1
25933,2
25934,4
25935,0
25936,0
25937,1
25938,0
25939,2
25940,2
25941,2
25942,2
25943,4
25944,0
25945,4
25946,1
25947,4
25948,3
25949,4
25950,0
25951,0
25952,0
25953,2
25954,2
25955,0
25956,1
25957,4
25958,2
25959,4
25960,2
25961,1
25962,3
25963,2
25964,2
25965,3
25966,4
25967,1
25968,0
25969,3
25970,4
25971,3
25972,1
25973,0
25974,4
25975,4
25976,0
25977,3
25978,0
25979,3
25980,1
25981,1
25982,1
25983,0
25984,4
25985,1
25986,0
25987,1
25988,0
25989,4
25990,3
25991,2
25992,0
25993,0
25994,2
25995,1
25996,2
25997,1
25998,0
25999,0
26000,4
26001,2
26002,2
26003,1
26004,2
26005,3
26006,4
26007,4
26008,2
26009,2
26010,2
26011,3
26012,3
26013,0
26014,0
26015,4
26016,3
26017,0
26018,3
26019,2
26020,3
26021,3
26022,1
26023,1
26024,4
26025,2
26026,2
26027,2
26028,3
26029,3
26030,2
26031,1
26032,0
26033,0
26034,1
26035,1
26036,0
26037,4
26038,3
26039,0
26040,1
26041,3
26042,0
26043,3
26044,1
26045,3
26046,3
26047,0
26048,2
26049,1
26050,4
26051,4
26052,0
26053,4
26054,3
26055,1
26056,3
26057,3
26058,0
26059,0
26060,1
26061,2
26062,3
26063,2
26064,0
26065,0
26066,2
26067,2
26068,4
26069,3
26070,1
26071,2
26072,3
26073,3
26074,3
26075,1
26076,2
26077,2
26078,1
26079,2
26080,3
26081,2
26082,2
26083,3
26084,4
26085,2
26086,2
26087,0
26088,0
26089,0
26090,2
26091,1
26092,2
26093,4
26094,4
26095,0
26096,3
26097,0
26098,4
26099,0
26100,1
26101,0
26102,2
26103,3
26104,4
26105,2
26106,1
26107,4
26108,4
26109,0
26110,2
26111,0
26112,2
26113,0
26114,1
26115,4
26116,0
26117,4
26118,0
26119,2
26120,0
26121,3
26122,2
26123,1
26124,1
26125,4
26126,4
26127,0
26128,1
26129,1
26130,3
26131,3
26132,4
26133,2
26134,1
26135,4
26136,3
26137,3
26138,3
26139,3
26140,4
26141,2
26142,2
26143,0
26144,2
26145,0
26146,4
26147,1
26148,2
26149,1
26150,0
26151,1
26152,0
26153,3
26154,0
26155,2
26156,4
26157,0
26158,2
26159,1
26160,0
26161,2
26162,4
26163,1
26164,0
26165,4
26166,2
26167,1
26168,1
26169,0
26170,2
26171,3
26172,2
26173,4
26174,3
26175,4
26176,0
26177,4
26178,3
26179,4
26180,2
26181,2
26182,2
26183,1
26184,0
26185,1
26186,4
26187,0
26188,2
26189,3
26190,3
26191,0
26192,2
26193,3
26194,3
26195,3
26196,0
26197,3
26198,2
26199,3
26200,0
26201,3
26202,3
26203,1
26204,0
26205,3
26206,1
26207,2
26208,3
26209,2
26210,1
26211,0
26212,1
26213,1
26214,1
26215,3
26216,2
26217,3
26218,4
26219,0
26220,0
26221,4
26222,4
26223,2
26224,4
26225,4
26226,2
26227,3
26228,0
26229,2
26230,2
26231,0
26232,0
26233,3
26234,4
26235,4
26236,1
26237,4
26238,4
26239,1
26240,3
26241,2
26242,3
26243,2
26244,3
26245,4
26246,0
26247,0
26248,0
26249,4
26250,4
26251,1
26252,3
26253,1
26254,3
26255,2
26256,4
26257,0
26258,0
26259,4
26260,3
26261,1
26262,0
26263,1
26264,3
26265,4
26266,1
26267,2
26268,3
26269,3
26270,4
26271,2
26272,3
26273,2
26274,3
26275,2
26276,0
26277,2
26278,0
26279,0
26280,0
26281,2
26282,0
26283,1
26284,1
26285,3
26286,1
26287,4
26288,1
26289,0
26290,0
26291,2
26292,4
26293,4
26294,0
26295,4
26296,3
26297,1
26298,1
26299,1
26300,3
26301,1
26302,1
26303,4
26304,4
26305,3
26306,4
26307,0
26308,0
26309,1
26310,4
26311,2
26312,1
26313,2
26314,1
26315,0
26316,1
26317,4
26318,1
26319,3
26320,3
26321,4
26322,3
26323,0
26324,3
26325,2
26326,0
26327,3
26328,3
26329,0
26330,2
26331,4
26332,2
26333,0
26334,3
26335,2
26336,4
26337,0
26338,1
26339,2
26340,3
26341,0
26342,1
26343,2
26344,2
26345,1
26346,4
26347,3
26348,4
26349,0
26350,1
26351,4
26352,3
26353,0
26354,2
26355,0
26356,0
26357,4
26358,3
26359,0
26360,3
26361,3
26362,1
26363,2
26364,4
26365,2
26366,2
26367,3
26368,4
26369,0
26370,4
26371,1
26372,2
26373,0
26374,2
26375,0
26376,0
26377,0
26378,1
26379,1
26380,1
26381,3
26382,3
26383,3
26384,0
26385,2
26386,1
26387,1
26388,4
26389,0
26390,2
26391,2
26392,3
26393,2
26394,2
26395,0
26396,1
26397,2
26398,4
26399,3
26400,4
26401,0
26402,3
26403,1
26404,2
26405,4
26406,3
26407,1
26408,1
26409,3
26410,0
26411,4
26412,3
26413,4
26414,4
26415,3
26416,3
26417,2
26418,0
26419,0
26420,0
26421,0
26422,0
26423,1
26424,4
26425,4
26426,4
26427,2
26428,4
26429,1
26430,3
26431,3
26432,2
26433,2
26434,1
26435,0
26436,3
26437,4
26438,4
26439,3
26440,0
26441,3
26442,1
26443,4
26444,3
26445,4
26446,0
26447,2
26448,2
26449,2
26450,0
26451,4
26452,4
26453,1
26454,0
26455,1
26456,0
26457,2
26458,4
26459,1
26460,1
26461,2
26462,4
26463,2
26464,0
26465,3
26466,0
26467,1
26468,1
26469,1
26470,3
26471,4
26472,3
26473,3
26474,1
26475,2
26476,3
26477,0
26478,4
26479,0
26480,1
26481,1
26482,3
26483,0
26484,2
26485,1
26486,3
26487,0
26488,4
26489,0
26490,1
26491,2
26492,2
26493,3
26494,4
26495,3
26496,2
26497,2
26498,3
26499,0
26500,2
26501,4
26502,0
26503,2
26504,0
26505,4
26506,0
26507,0
26508,3
26509,4
26510,4
26511,0
26512,3
26513,4
26514,1
26515,2
26516,3
26517,4
26518,1
26519,0
26520,1
26521,1
26522,0
26523,1
26524,0
26525,1
26526,4
26527,1
26528,3
26529,4
26530,1
26531,3
26532,3
26533,0
26534,2
26535,2
26536,3
26537,3
26538,2
26539,4
26540,2
26541,0
26542,2
26543,3
26544,1
26545,4
26546,2
26547,0
26548,1
26549,4
26550,3
26551,0
26552,3
26553,0
26554,0
26555,2
26556,3
26557,0
26558,1
26559,3
26560,1
26561,1
26562,2
26563,2
26564,2
26565,3
26566,0
26567,1
26568,1
26569,0
26570,3
26571,1
26572,0
26573,2
26574,4
26575,1
26576,4
26577,0
26578,4
26579,3
26580,0
26581,2
26582,0
26583,1
26584,3
26585,1
26586,3
26587,4
26588,2
26589,4
26590,1
26591,0
26592,0
26593,4
26594,4
26595,2
26596,4
26597,4
26598,3
26599,0
26600,4
26601,0
26602,2
26603,3
26604,3
26605,2
26606,0
26607,1
26608,2
26609,2
26610,3
26611,1
26612,0
26613,2
26614,1
26615,1
26616,0
26617,0
26618,1
26619,4
26620,2
26621,3
26622,3
26623,0
26624,4
26625,1
26626,4
26627,3
26628,1
26629,4
26630,0
26631,0
26632,2
26633,2
26634,4
26635,3
26636,3
26637,0
26638,4
26639,2
26640,1
26641,3
26642,4
26643,4
26644,2
26645,4
26646,4
26647,4
26648,4
26649,3
26650,1
26651,4
26652,2
26653,4
26654,1
26655,0
26656,3
26657,3
26658,2
26659,2
26660,3
26661,4
26662,4
26663,3
26664,0
26665,0
26666,3
26667,4
26668,2
26669,4
26670,1
26671,2
26672,1
26673,2
26674,3
26675,0
26676,3
26677,4
26678,0
26679,2
26680,4
26681,1
26682,1
26683,1
26684,3
26685,2
26686,2
26687,3
26688,4
26689,2
26690,4
26691,2
26692,3
26693,0
26694,3
26695,3
26696,3
26697,4
26698,2
26699,1
26700,3
26701,4
26702,4
26703,2
26704,3
26705,3
26706,3
26707,2
26708,0
26709,4
26710,2
26711,1
26712,0
26713,1
26714,2
26715,4
26716,0
26717,3
26718,3
26719,4
26720,1
26721,4
26722,1
26723,4
26724,1
26725,3
26726,4
26727,4
26728,0
26729,2
26730,0
26731,1
26732,3
26733,4
26734,4
26735,3
26736,4
26737,4
26738,1
26739,1
26740,2
26741,4
26742,3
26743,1
26744,3
26745,3
26746,3
26747,4
26748,1
26749,4
26750,0
26751,4
26752,4
26753,2
26754,4
26755,2
26756,2
26757,2
26758,1
26759,1
26760,4
26761,3
26762,4
26763,2
26764,3
26765,4
26766,1
26767,0
26768,0
26769,2
26770,3
26771,4
26772,3
26773,1
26774,1
26775,3
26776,1
26777,0
26778,1
26779,3
26780,3
26781,1
26782,3
26783,4
26784,0
26785,3
26786,4
26787,1
26788,3
26789,4
26790,2
26791,3
26792,3
26793,0
26794,2
26795,0
26796,2
26797,1
26798,0
26799,3
26800,4
26801,2
26802,1
26803,1
26804,4
26805,1
26806,1
26807,3
26808,2
26809,2
26810,3
26811,2
26812,3
26813,0
26814,1
26815,2
26816,4
26817,2
26818,4
26819,0
26820,0
26821,1
26822,2
26823,1
26824,0
26825,3
26826,3
26827,1
26828,0
26829,0
26830,4
26831,1
26832,0
26833,3
26834,1
26835,3
26836,1
26837,1
26838,4
26839,3
26840,2
26841,4
26842,2
26843,4
26844,1
26845,2
26846,2
26847,4
26848,4
26849,1
26850,2
26851,2
26852,4
26853,1
26854,2
26855,4
26856,3
26857,1
26858,3
26859,2
26860,0
26861,0
26862,2
26863,4
26864,3
26865,1
26866,0
26867,1
26868,0
26869,0
26870,1
26871,2
26872,2
26873,0
26874,1
26875,3
26876,0
26877,1
26878,2
26879,4
26880,1
26881,3
26882,0
26883,4
26884,3
26885,4
26886,4
26887,0
26888,1
26889,4
26890,2
26891,1
26892,1
26893,2
26894,1
26895,2
26896,0
26897,1
26898,2
26899,1
26900,1
26901,3
26902,4
26903,4
26904,3
26905,0
26906,3
26907,2
26908,0
26909,2
26910,1
26911,4
26912,4
26913,0
26914,4
26915,2
26916,4
26917,3
26918,0
26919,0
26920,4
26921,0
26922,3
26923,2
26924,0
26925,0
26926,4
26927,4
26928,0
26929,0
26930,4
26931,0
26932,3
26933,4
26934,3
26935,3
26936,3
26937,0
26938,4
26939,1
26940,1
26941,1
26942,0
26943,0
26944,0
26945,4
26946,0
26947,1
26948,3
26949,2
26950,2
26951,0
26952,0
26953,0
26954,3
26955,1
26956,1
26957,4
26958,4
26959,0
26960,1
26961,0
26962,1
26963,0
26964,2
26965,3
26966,4
26967,2
26968,0
26969,4
26970,1
26971,1
26972,1
26973,2
26974,0
26975,1
26976,2
26977,3
26978,0
26979,3
26980,2
26981,0
26982,2
26983,3
26984,0
26985,3
26986,4
26987,4
26988,1
26989,1
26990,0
26991,3
26992,0
26993,3
26994,2
26995,4
26996,2
26997,0
26998,0
26999,0
27000,1
27001,3
27002,0
27003,3
27004,0
27005,3
27006,1
27007,1
27008,2
27009,0
27010,2
27011,4
27012,3
27013,3
27014,0
27015,0
27016,3
27017,4
27018,3
27019,1
27020,2
27021,3
27022,4
27023,1
27024,0
27025,1
27026,4
27027,2
27028,3
27029,1
27030,2
27031,2
27032,3
27033,1
27034,1
27035,0
27036,0
27037,3
27038,0
27039,3
27040,1
27041,0
27042,3
27043,2
27044,3
27045,2
27046,3
27047,2
27048,0
27049,2
27050,4
27051,3
27052,0
27053,2
27054,4
27055,3
27056,2
27057,1
27058,1
27059,4
27060,3
27061,3
27062,4
27063,4
27064,0
27065,3
27066,3
27067,2
27068,2
27069,2
27070,0
27071,3
27072,0
27073,1
27074,4
27075,4
27076,1
27077,1
27078,3
27079,0
27080,3
27081,2
27082,4
27083,4
27084,2
27085,2
27086,1
27087,4
27088,0
27089,4
27090,0
27091,2
27092,0
27093,2
27094,4
27095,3
27096,1
27097,3
27098,2
27099,3
27100,4
27101,2
27102,3
27103,4
27104,3
27105,0
27106,0
27107,0
27108,2
27109,1
27110,4
27111,1
27112,3
27113,4
27114,4
27115,0
27116,0
27117,3
27118,0
27119,4
27120,4
27121,2
27122,1
27123,4
27124,1
27125,1
27126,4
27127,3
27128,0
27129,1
27130,1
27131,1
27132,3
27133,0
27134,2
27135,1
27136,1
27137,1
27138,0
27139,1
27140,3
27141,1
27142,0
27143,1
27144,1
27145,4
27146,3
27147,4
27148,0
27149,3
27150,3
27151,1
27152,0
27153,0
27154,3
27155,4
27156,3
27157,4
27158,0
27159,1
27160,0
27161,1
27162,1
27163,2
27164,2
27165,3
27166,2
27167,0
27168,4
27169,4
27170,0
27171,3
27172,2
27173,0
27174,1
27175,3
27176,4
27177,0
27178,0
27179,3
27180,1
27181,4
27182,4
27183,4
27184,3
27185,0
27186,2
27187,1
27188,0
27189,2
27190,4
27191,2
27192,3
27193,2
27194,1
27195,1
27196,3
27197,1
27198,0
27199,4
27200,0
27201,1
27202,3
27203,1
27204,2
27205,2
27206,3
27207,4
27208,2
27209,3
27210,2
27211,2
27212,3
27213,3
27214,0
27215,2
27216,2
27217,3
27218,3
27219,4
27220,3
27221,1
27222,1
27223,1
27224,3
27225,2
27226,2
27227,1
27228,4
27229,2
27230,4
27231,2
27232,0
27233,1
27234,1
27235,0
27236,3
27237,3
27238,1
27239,1
27240,2
27241,4
27242,1
27243,0
27244,0
27245,1
27246,1
27247,2
27248,4
27249,1
27250,2
27251,4
27252,0
27253,1
27254,4
27255,3
27256,3
27257,3
27258,4
27259,3
27260,1
27261,3
27262,3
27263,4
27264,4
27265,0
27266,0
27267,2
27268,0
27269,4
27270,4
27271,0
27272,3
27273,4
27274,2
27275,1
27276,3
27277,2
27278,0
27279,1
27280,2
27281,0
27282,2
27283,3
27284,0
27285,2
27286,0
27287,3
27288,3
27289,2
27290,3
27291,2
27292,3
27293,4
27294,3
27295,1
27296,4
27297,2
27298,1
27299,4
27300,1
27301,2
27302,1
27303,3
27304,3
27305,0
27306,3
27307,1
27308,0
27309,1
27310,4
27311,4
27312,2
27313,4
27314,3
27315,3
27316,0
27317,2
27318,2
27319,2
27320,4
27321,1
27322,4
27323,4
27324,3
27325,4
27326,0
27327,1
27328,3
27329,3
27330,3
27331,1
27332,0
27333,4
27334,0
27335,0
27336,0
27337,3
27338,4
27339,1
27340,1
27341,0
27342,3
27343,3
27344,2
27345,2
27346,0
27347,1
27348,3
27349,1
27350,0
27351,3
27352,0
27353,4
27354,1
27355,1
27356,2
27357,4
27358,2
27359,4
27360,2
27361,2
27362,0
27363,0
27364,3
27365,3
27366,3
27367,1
27368,3
27369,1
27370,3
27371,4
27372,4
27373,1
27374,2
27375,1
27376,0
27377,2
27378,4
27379,1
27380,3
27381,2
27382,0
27383,3
27384,1
27385,3
27386,1
27387,3
27388,0
27389,0
27390,1
27391,4
27392,1
27393,4
27394,3
27395,4
27396,2
27397,3
27398,4
27399,0
27400,0
27401,3
27402,3
27403,1
27404,0
27405,1
27406,4
27407,3
27408,4
27409,2
27410,3
27411,0
27412,2
27413,4
27414,0
27415,3
27416,2
27417,1
27418,0
27419,3
27420,4
27421,0
27422,1
27423,3
27424,1
27425,2
27426,4
27427,1
27428,0
27429,0
27430,2
27431,0
27432,4
27433,4
27434,2
27435,2
27436,4
27437,4
27438,3
27439,2
27440,3
27441,1
27442,4
27443,2
27444,0
27445,3
27446,3
27447,0
27448,4
27449,3
27450,4
27451,3
27452,1
27453,0
27454,0
27455,3
27456,4
27457,2
27458,4
27459,3
27460,4
27461,0
27462,0
27463,2
27464,1
27465,4
27466,0
27467,4
27468,4
27469,1
27470,0
27471,0
27472,4
27473,2
27474,2
27475,2
27476,1
27477,4
27478,0
27479,4
27480,1
27481,0
27482,2
27483,0
27484,2
27485,4
27486,0
27487,0
27488,1
27489,0
27490,2
27491,1
27492,4
27493,2
27494,4
27495,0
27496,2
27497,3
27498,1
27499,2
27500,4
27501,3
27502,1
27503,0
27504,2
27505,0
27506,3
27507,2
27508,4
27509,2
27510,1
27511,3
27512,0
27513,1
27514,1
27515,2
27516,3
27517,1
27518,4
27519,0
27520,2
27521,2
27522,3
27523,1
27524,2
27525,0
27526,1
27527,1
27528,3
27529,0
27530,3
27531,4
27532,0
27533,1
27534,3
27535,0
27536,3
27537,2
27538,2
27539,3
27540,2
27541,1
27542,3
27543,2
27544,1
27545,3
27546,0
27547,0
27548,4
27549,2
27550,4
27551,2
27552,2
27553,2
27554,1
27555,0
27556,2
27557,3
27558,4
27559,3
27560,4
27561,1
27562,2
27563,2
27564,0
27565,3
27566,0
27567,1
27568,0
27569,4
27570,3
27571,4
27572,2
27573,1
27574,3
27575,4
27576,4
27577,1
27578,3
27579,4
27580,3
27581,2
27582,1
27583,3
27584,4
27585,4
27586,0
27587,4
27588,2
27589,2
27590,1
27591,0
27592,3
27593,2
27594,2
27595,4
27596,1
27597,3
27598,3
27599,2
27600,0
27601,3
27602,1
27603,4
27604,3
27605,4
27606,0
27607,4
27608,1
27609,2
27610,0
27611,0
27612,1
27613,2
27614,0
27615,3
27616,1
27617,4
27618,2
27619,2
27620,2
27621,2
27622,0
27623,4
27624,3
27625,3
27626,1
27627,3
27628,1
27629,0
27630,4
27631,4
27632,4
27633,0
27634,2
27635,3
27636,3
27637,3
27638,4
27639,0
27640,3
27641,2
27642,3
27643,1
27644,4
27645,0
27646,1
27647,3
27648,3
27649,3
27650,2
27651,3
27652,1
27653,3
27654,4
27655,1
27656,2
27657,2
27658,1
27659,1
27660,2
27661,2
27662,2
27663,4
27664,2
27665,2
27666,2
27667,0
27668,2
27669,2
27670,3
27671,3
27672,3
27673,4
27674,0
27675,0
27676,1
27677,3
27678,4
27679,2
27680,4
27681,1
27682,1
27683,0
27684,1
27685,0
27686,4
27687,0
27688,0
27689,1
27690,0
27691,4
27692,1
27693,1
27694,1
27695,2
27696,2
27697,1
27698,4
27699,4
27700,2
27701,1
27702,0
27703,3
27704,0
27705,2
27706,3
27707,2
27708,0
27709,4
27710,0
27711,2
27712,1
27713,0
27714,3
27715,3
27716,3
27717,2
27718,0
27719,4
27720,4
27721,2
27722,4
27723,4
27724,1
27725,4
27726,4
27727,1
27728,0
27729,2
27730,3
27731,3
27732,2
27733,2
27734,1
27735,0
27736,3
27737,2
27738,1
27739,2
27740,0
27741,2
27742,3
27743,0
27744,1
27745,3
27746,0
27747,4
27748,3
27749,0
27750,1
27751,0
27752,3
27753,1
27754,4
27755,1
27756,1
27757,0
27758,0
27759,0
27760,1
27761,3
27762,2
27763,4
27764,1
27765,2
27766,0
27767,3
27768,4
27769,1
27770,4
27771,3
27772,1
27773,0
27774,4
27775,2
27776,1
27777,0
27778,4
27779,2
27780,0
27781,4
27782,3
27783,3
27784,4
27785,3
27786,2
27787,3
27788,2
27789,4
27790,0
27791,4
27792,2
27793,4
27794,3
27795,4
27796,2
27797,2
27798,3
27799,4
27800,2
27801,2
27802,4
27803,4
27804,1
27805,1
27806,4
27807,1
27808,0
27809,2
27810,1
27811,1
27812,2
27813,4
27814,4
27815,0
27816,4
27817,3
27818,2
27819,3
27820,0
27821,0
27822,4
27823,1
27824,3
27825,1
27826,3
27827,0
27828,0
27829,4
27830,3
27831,4
27832,1
27833,4
27834,3
27835,1
27836,3
27837,2
27838,0
27839,0
27840,0
27841,2
27842,0
27843,4
27844,0
27845,3
27846,4
27847,1
27848,4
27849,4
27850,1
27851,0
27852,4
27853,4
27854,0
27855,2
27856,4
27857,4
27858,2
27859,1
27860,3
27861,3
27862,3
27863,4
27864,1
27865,4
27866,0
27867,2
27868,4
27869,0
27870,2
27871,2
27872,0
27873,0
27874,2
27875,4
27876,4
27877,0
27878,4
27879,2
27880,0
27881,1
27882,0
27883,0
27884,1
27885,4
27886,4
27887,1
27888,0
27889,2
27890,4
27891,2
27892,0
27893,0
27894,4
27895,2
27896,2
27897,0
27898,0
27899,1
27900,3
27901,1
27902,3
27903,4
27904,3
27905,0
27906,4
27907,0
27908,2
27909,1
27910,3
27911,2
27912,1
27913,4
27914,4
27915,1
27916,2
27917,3
27918,2
27919,4
27920,3
27921,3
27922,3
27923,2
27924,1
27925,3
27926,2
27927,4
27928,0
27929,2
27930,2
27931,0
27932,4
27933,1
27934,3
27935,0
27936,2
27937,3
27938,4
27939,3
27940,1
27941,1
27942,1
27943,1
27944,0
27945,1
27946,2
27947,2
27948,3
27949,3
27950,4
27951,1
27952,2
27953,1
27954,3
27955,3
27956,0
27957,1
27958,2
27959,3
27960,3
27961,3
27962,4
27963,0
27964,4
27965,0
27966,4
27967,2
27968,0
27969,1
27970,2
27971,4
27972,2
27973,1
27974,4
27975,1
27976,3
27977,1
27978,2
27979,3
27980,0
27981,1
27982,3
27983,1
27984,3
27985,0
27986,1
27987,3
27988,1
27989,0
27990,0
27991,1
27992,1
27993,1
27994,0
27995,2
27996,1
27997,4
27998,3
27999,3
28000,2
28001,4
28002,3
28003,2
28004,4
28005,0
28006,2
28007,0
28008,2
28009,4
28010,3
28011,0
28012,1
28013,1
28014,2
28015,2
28016,2
28017,0
28018,3
28019,4
28020,1
28021,2
28022,4
28023,1
28024,0
28025,4
28026,2
28027,1
28028,1
28029,1
28030,2
28031,0
28032,1
28033,1
28034,2
28035,2
28036,0
28037,2
28038,1
28039,1
28040,1
28041,0
28042,4
28043,2
28044,2
28045,3
28046,3
28047,1
28048,1
28049,3
28050,1
28051,0
28052,0
28053,2
28054,2
28055,1
28056,3
28057,1
28058,1
28059,2
28060,1
28061,0
28062,4
28063,1
28064,2
28065,2
28066,4
28067,0
28068,0
28069,0
28070,1
28071,2
28072,1
28073,2
28074,0
28075,2
28076,3
28077,0
28078,4
28079,0
28080,4
28081,2
28082,2
28083,3
28084,4
28085,0
28086,4
28087,3
28088,2
28089,2
28090,1
28091,1
28092,3
28093,3
28094,0
28095,4
28096,0
28097,1
28098,4
28099,2
28100,0
28101,3
28102,4
28103,1
28104,4
28105,2
28106,3
28107,4
28108,3
28109,2
28110,0
28111,0
28112,1
28113,3
28114,1
28115,2
28116,4
28117,1
28118,4
28119,1
28120,3
28121,4
28122,0
28123,1
28124,0
28125,1
28126,3
28127,1
28128,2
28129,4
28130,0
28131,3
28132,4
28133,0
28134,3
28135,0
28136,3
28137,4
28138,3
28139,4
28140,0
28141,4
28142,2
28143,1
28144,3
28145,2
28146,0
28147,1
28148,3
28149,2
28150,3
28151,0
28152,3
28153,1
28154,0
28155,3
28156,2
28157,2
28158,4
28159,0
28160,0
28161,0
28162,0
28163,3
28164,0
28165,0
28166,3
28167,3
28168,1
28169,1
28170,2
28171,1
28172,1
28173,4
28174,0
28175,0
28176,0
28177,1
28178,1
28179,0
28180,3
28181,4
28182,1
28183,0
28184,3
28185,2
28186,0
28187,4
28188,1
28189,0
28190,1
28191,0
28192,2
28193,2
28194,3
28195,2
28196,2
28197,1
28198,0
28199,4
28200,2
28201,1
28202,0
28203,2
28204,4
28205,4
28206,0
28207,4
28208,2
28209,3
28210,0
28211,0
28212,2
28213,2
28214,4
28215,0
28216,3
28217,4
28218,2
28219,4
28220,0
28221,1
28222,0
28223,2
28224,2
28225,4
28226,1
28227,2
28228,2
28229,2
28230,1
28231,2
28232,3
28233,2
28234,4
28235,0
28236,0
28237,3
28238,2
28239,4
28240,0
28241,4
28242,3
28243,3
28244,4
28245,2
28246,2
28247,2
28248,2
28249,2
28250,4
28251,0
28252,4
28253,3
28254,0
28255,1
28256,4
28257,2
28258,2
28259,1
28260,0
28261,1
28262,4
28263,4
28264,4
28265,0
28266,1
28267,4
28268,4
28269,0
28270,4
28271,2
28272,3
28273,4
28274,4
28275,1
28276,4
28277,0
28278,3
28279,3
28280,2
28281,2
28282,4
28283,4
28284,3
28285,0
28286,2
28287,4
28288,0
28289,4
28290,3
28291,0
28292,4
28293,3
28294,1
28295,4
28296,2
28297,2
28298,0
28299,1
28300,0
28301,1
28302,0
28303,1
28304,3
28305,1
28306,3
28307,0
28308,3
28309,2
28310,0
28311,0
28312,3
28313,3
28314,2
28315,0
28316,4
28317,3
28318,4
28319,0
28320,1
28321,0
28322,0
28323,2
28324,1
28325,0
28326,3
28327,3
28328,3
28329,0
28330,1
28331,1
28332,0
28333,1
28334,4
28335,3
28336,0
28337,0
28338,2
28339,0
28340,1
28341,3
28342,1
28343,3
28344,0
28345,1
28346,1
28347,2
28348,0
28349,1
28350,4
28351,0
28352,3
28353,1
28354,4
28355,2
28356,2
28357,0
28358,1
28359,4
28360,3
28361,3
28362,3
28363,0
28364,3
28365,4
28366,0
28367,3
28368,0
28369,1
28370,0
28371,3
28372,3
28373,3
28374,2
28375,1
28376,1
28377,1
28378,2
28379,2
28380,0
28381,1
28382,3
28383,1
28384,0
28385,4
28386,3
28387,1
28388,3
28389,3
28390,0
28391,2
28392,4
28393,4
28394,4
28395,3
28396,0
28397,3
28398,0
28399,0
28400,2
28401,2
28402,3
28403,4
28404,0
28405,3
28406,0
28407,3
28408,3
28409,2
28410,2
28411,0
28412,3
28413,0
28414,0
28415,0
28416,0
28417,2
28418,0
28419,2
28420,0
28421,0
28422,2
28423,3
28424,3
28425,4
28426,1
28427,3
28428,4
28429,0
28430,0
28431,3
28432,3
28433,2
28434,0
28435,1
28436,0
28437,0
28438,3
28439,0
28440,2
28441,3
28442,4
28443,2
28444,2
28445,3
28446,2
28447,1
28448,4
28449,2
28450,4
28451,3
28452,0
28453,3
28454,1
28455,4
28456,2
28457,2
28458,0
28459,1
28460,2
28461,2
28462,0
28463,3
28464,0
28465,2
28466,2
28467,2
28468,1
28469,3
28470,1
28471,4
28472,1
28473,4
28474,3
28475,0
28476,4
28477,3
28478,2
28479,4
28480,2
28481,4
28482,4
28483,0
28484,2
28485,1
28486,2
28487,1
28488,3
28489,3
28490,0
28491,0
28492,3
28493,3
28494,4
28495,2
28496,1
28497,1
28498,2
28499,3
28500,3
28501,3
28502,0
28503,3
28504,3
28505,2
28506,2
28507,4
28508,4
28509,2
28510,2
28511,4
28512,2
28513,3
28514,1
28515,0
28516,1
28517,3
28518,4
28519,3
28520,2
28521,4
28522,3
28523,1
28524,3
28525,1
28526,4
28527,2
28528,1
28529,3
28530,4
28531,2
28532,1
28533,1
28534,4
28535,4
28536,4
28537,2
28538,1
28539,2
28540,2
28541,2
28542,3
28543,3
28544,3
28545,2
28546,4
28547,4
28548,2
28549,2
28550,2
28551,2
28552,0
28553,4
28554,3
28555,4
28556,0
28557,0
28558,4
28559,4
28560,1
28561,0
28562,4
28563,3
28564,2
28565,2
28566,0
28567,4
28568,4
28569,0
28570,2
28571,4
28572,2
28573,2
28574,4
28575,2
28576,3
28577,1
28578,1
28579,3
28580,4
28581,4
28582,1
28583,2
28584,2
28585,1
28586,2
28587,0
28588,0
28589,2
28590,2
28591,2
28592,1
28593,3
28594,4
28595,3
28596,3
28597,3
28598,1
28599,3
28600,1
28601,4
28602,3
28603,3
28604,2
28605,1
28606,2
28607,0
28608,3
28609,1
28610,3
28611,1
28612,3
28613,0
28614,0
28615,3
28616,4
28617,1
28618,0
28619,0
28620,3
28621,0
28622,0
28623,0
28624,1
28625,3
28626,2
28627,0
28628,4
28629,0
28630,1
28631,3
28632,2
28633,4
28634,0
28635,3
28636,4
28637,0
28638,3
28639,4
28640,0
28641,1
28642,2
28643,3
28644,1
28645,2
28646,1
28647,0
28648,1
28649,4
28650,1
28651,3
